"연번","어린이집명","어린이집유형","주소","정원","현원"
"11392","은평구청어린이집","직장","서울특별시 은평구 은평로 195 은평구청별관1층 (녹번동)","42","42"
"11393","마미어린이집","민간","서울특별시 은평구 응암로32길 10-1","23","19"
"11394","둥지어린이집","가정","서울특별시 구로구 구로동로2길 17-6","20","5"
"11395","푸르지오어린이집","민간","경기도 성남시 분당구 판교로 20 대우푸르지오 3단지 관리동 (판교동)","30","30"
"11396","베베어린이집","가정","광주광역시 북구 문산로 30 203동 107호(문흥동, 중흥아파트)","14","13"
"11397","천사어린이집","민간","경기도 부천시 오정구 원종로120번길 26 (고강동)","29","27"
"11398","모슬포중앙어린이집","법인·단체등","제주특별자치도 서귀포시 대정읍 상모대서로 56 중앙어린이집","52","26"
"11399","자람어린이집","민간","전라남도 목포시 북항로166번길 20 (산정동)","134","71"
"11400","영암읍교회어린이집","법인·단체등","전라남도 영암군 영암읍 서남역로 9-9","79","53"
"11401","평안어린이집","민간","전라북도 군산시 축동안2길 48 (수송동)","97","90"
"11402","킨더리베어린이집","가정","경상북도 구미시 고아읍 문장로22길 40 원호한누리타운 201/101","13","10"
"11403","천사어린이집","민간","경상북도 구미시 산책길 55-12 (원평동)","184","131"
"11404","베베스타어린이집","가정","경기도 의정부시 능곡로 13 103동 107호(신곡동, 추동아파트)","11","9"
"11405","교동은혜어린이집","가정","인천광역시 강화군 대룡안길22번길 5 교동은혜어린이집","20","15"
"11406","행복어린이집","법인·단체등","서울특별시 광진구 아차산로46가길 35 (자양동)","29","19"
"11407","해피아트어린이집","가정","광주광역시 광산구 하남대로261번길 26 진아수완리채104동104호","10","10"
"11408","현대성우어린이집","민간","경기도 김포시 김포한강2로 292 장기동, 현대성우아파트","42","42"
"11409","현대아이짱어린이집","가정","경기도 부천시 소사구 범안로95번길 16 308동 101호(범박동, 현대홈타운3단지아파트)","20","19"
"11410","기쁜우리어린이집","민간","경기도 성남시 중원구 금상로18번길 5-9 (상대원동)","39","33"
"11411","롯데어린이집","민간","서울특별시 동작구 여의대방로10길 38 롯데낙천대아파트 단지내","30","29"
"11412","크라인어린이집","가정","서울특별시 도봉구 해등로 169 114동 105호(쌍문동, 삼익세라믹아파트)","20","20"
"11413","사회복지법인마산어린이집","사회복지법인","경상남도 창원시마산합포구 중앙동2가 중앙동3길 32-3 마산어린이집","99","88"
"11414","사랑가득어린이집","가정","강원도 동해시 청운로 78 15동 104호(동회동, 대동아파트)","20","20"
"11415","마전어린이집","사회복지법인","경상남도 거제시 장승로 79-1 (장승포동)","99","93"
"11416","언양어린이집","국공립","울산광역시 울주군 언양읍 북문9길 11-3  언양어린이집","91","86"
"11417","에덴아기어린이집","민간","전라남도 담양군 담양읍 지침5길 5-11","58","52"
"11418","레이크어린이집","가정","서울특별시 송파구 석촌호수로 169 113동 101호(잠실동, 레이크팰리스)","20","20"
"11419","들마루어린이집","민간","충청남도 홍성군 홍성읍 남장중로 10 남장휴먼시아 3단지 아파트 들마루어린이집","50","49"
"11420","금광동제1어린이집","국공립","경기도 성남시 중원구 광명로395번길 10 (금광동)","96","91"
"11421","별빛어린이집","가정","서울특별시 용산구 이촌로 347 9동 102호(서빙고동, 신동아아파트)","20","20"
"11422","다사랑어린이집","가정","경상남도 창원시 진해구 충장로 575 116동 105호(풍호동, 우성아파트)","20","5"
"11423","현대어린이집","가정","인천광역시 계양구 효서로 377 212동 102호(작전동, 현대아파트)","20","18"
"11424","천사나라어린이집","가정","경기도 안양시 만안구 경수대로 1193 111동 104호(석수동, 석수대림)","20","18"
"11425","푸른하늘","가정","서울특별시 성북구 길음로 119 205동 102호(길음동, 대우아파트)","19","19"
"11426","꿈사랑어린이나라어린이집","민간","전라북도 전주시 완산구 화산천변3길 15-5 (중화산동2가)","129","123"
"11427","현경어린이집","민간","경기도 성남시 중원구 희망로392번길 9 2층 (상대원동)","24","23"
"11428","푸른하늘어린이집","가정","전라북도 전주시 완산구 삼천천변2길 51 102동 112호(삼천동1가, 우성2차아파트)","16","16"
"11429","꿈에본어린이집","가정","경상남도 진주시 내동면 순환로 425-61 103동 103호(남강휴먼빌아파트)","20","20"
"11430","사랑나라어린이집","가정","인천광역시 서구 완정로92번길 41","20","20"
"11431","가베무지개어린이집","가정","서울특별시 노원구 마들로 111 29동 102호(월계동, 삼호)","16","16"
"11432","해랑어린이집","가정","경기도 의왕시 흥안대로456번길 125 105동 102호(포일동, 동아에코빌아파트)","19","19"
"11433","큰숲어린이집","민간","대전광역시 동구 흥룡로37번길 68 (가양2동)","40","37"
"11434","리틀꼬망세어린이집","민간","경기도 평택시 통복시장로47번길 6 (통복동)","25","23"
"11435","벽산어린이집","가정","경상북도 경주시 강동면 강동로 66-26 벽산반도아파트 101동 104호","20","20"
"11436","자연과아이들어린이집","민간","경기도 안산시 단원구 꽃우물길 83 홀리키즈어린이집(화정동)","169","49"
"11437","도토리어린이집","가정","인천광역시 계양구 병방로 14 128동 104호(병방동, 학마을서원)","16","15"
"11438","씽씽어린이집","가정","광주광역시 광산구 소촌로86번길 17 104동 102호(소촌동, 모아드림1차아파트)","19","19"
"11439","승학어린이집","국공립","부산광역시 사하구 마하로48번길 21 승학어린이집 1층 (괴정동)","74","72"
"11440","아장아장어린이집","가정","경기도 수원시 영통구 영통로290번길 25 506동 101호(영통동, 신나무실주공5단지아파트)","17","16"
"11441","빨강사과어린이집","가정","경상남도 김해시 가야로 17 512동 101호(삼계동, 분성마을푸르지오5단지아파트)","17","13"
"11442","흥남어린이집","국공립","전라북도 군산시 흥남2길 7 (서흥남동)","91","83"
"11443","딩동댕어린이집","민간","경기도 수원시 팔달구 고등로59번길 34 (고등동)","49","40"
"11444","명화어린이집","국공립","서울특별시 강남구 광평로51길 49 (수서동)","86","85"
"11445","꼬마무지개어린이집","가정","경기도 남양주시 진접읍 진벌로 85-2 신창비바패밀리아파트 103동103호","19","11"
"11446","동암아이사랑어린이집","민간","인천광역시 부평구 동암산로 67 (4층 건물전체) (십정동)","155","154"
"11447","베베어린이집","민간","강원도 속초시 온정로 24 조양(2)주공아파트 관리사무소 내 (조양동)","24","20"
"11448","아이세상어린이집","가정","서울특별시 동대문구 장안벚꽃로 107 115동 104호(장안동, 현대홈타운아파트)","20","20"
"11449","문의어린이집","사회복지법인","충청북도 청주시 상당구 문의면 미천길 8","118","59"
"11450","키즈빌어린이집","민간","인천광역시 연수구 해송로 143 웰카운티1단지어린이집 123동1층 (송도동)","42","41"
"11451","다영어린이집","민간","경기도 남양주시 도농로 34 부영  4단지 관리소내 1층","33","24"
"11452","좋은나무어린이집","가정","서울특별시 노원구 동일로237길 37 102동 105호(상계동, 상계현대1차)","19","19"
"11453","소연어린이집","가정","경기도 남양주시 오남읍 진건오남로 516-53 신일아파트 102-108","19","19"
"11454","청담어린이집","국공립","서울특별시 강남구 도산대로56길 14 (청담동)","85","53"
"11455","흙이랑어린이집","민간","인천광역시 계양구 계산로 51 (계산동)","49","48"
"11456","새빛아이어린이집","가정","경기도 고양시 덕양구 고양대로1384번길 60 503동 101호(성사동, 신원당마을대명5단지아파트)","14","14"
"11457","삼진어린이집","국공립","부산광역시 영도구 산정길 138 (신선동3가)","96","86"
"11458","꼬마시티어린이집","가정","대구광역시 동구 동북로 500 116동 101호(효목동, 태왕메트로시티)","19","16"
"11459","백합몬테소리어린이집","민간","울산광역시 중구 신기8길 65 (태화동)","131","96"
"11460","리틀아이원어린이집","가정","경기도 고양시 덕양구 푸른마을로120번길 34 1002동 103호(고양동, 푸른마을10단지0","20","19"
"11461","상아어린이집","가정","울산광역시 동구 양지5길 12-15 상아아파트 105호 (화정동)","15","15"
"11462","하늘땅어린이집","가정","부산광역시 북구 화명대로 87 102동 106호(화명동, 화명현대)","20","12"
"11463","참새어린이집","가정","광주광역시 광산구 월곡산정로 80 9동 108호(월곡동, 금호타운아파트)","19","19"
"11464","미래어린이집","국공립","서울특별시 구로구 구로동로20길 57 (구로동)","79","73"
"11465","청산어린이집","민간","경기도 성남시 중원구 희망로400번길 36 (금광동)","28","25"
"11466","햇살어린이집","민간","경기도 부천시 오정구 역곡로482번길 47 (고강동)","22","20"
"11467","소리나는어린이집","부모협동","서울특별시 은평구 갈현로 214-13 은평공동육아협동조합 소리나는 어린이집 (갈현동)","39","26"
"11468","조은어린이집","민간","경기도 성남시 중원구 희망로 362 (상대원동)","61","46"
"11469","영화 어린이집","가정","경기도 부천시 오정구 상오정로182번길 53 영화아파트105동104호","20","18"
"11470","목화어린이집","민간","부산광역시 사상구 대동로 104-6 목화아파트관리사무소2층","33","33"
"11471","영화어린이집","가정","서울특별시 광진구 자양로4길 26 (자양동)","18","18"
"11472","나섬어린이집","가정","서울특별시 광진구 광장로1나길 4 107호(광장동, 동부빌라)","20","12"
"11473","백산교회부설샬롬어린이집","법인·단체등","전라북도 부안군 백산면 시기길 18","55","54"
"11474","삼산예랑어린이집","민간","인천광역시 부평구 체육관로 57 삼산타운6단지 관리동(1층) (삼산동)","54","45"
"11475","명지어린이집","사회복지법인","제주특별자치도 제주시 조천읍 조천남4길 13-4 (조천읍 조천리)","168","146"
"11476","아이소리어린이집","민간","경상남도 양산시 대평들3길 15-8","113","68"
"11477","송촌어린이집","가정","광주광역시 북구 하서로423번길 33 101동 105호(용두동, 양산타운)","16","16"
"11478","다솔어린이집","민간","서울특별시 동대문구 휘경로 45 (휘경동)","74","72"
"11479","캐스빌어린이집","가정","대구광역시 동구 신암남로 50 108동 103호(신암동, 건영캐스빌)","20","17"
"11480","제일어린이집","민간","충청남도 예산군 삽교읍 삽교로 117","79","79"
"11481","금남어린이집","사회복지법인","세종특별자치시 금남면 호탄리 97-3","136","105"
